tx	gene_id	USA500_NRS385_Biofilm_10h_1	USA500_NRS385_Biofilm_10h_2	USA500_NRS385_Biofilm_10h_3	USA500_NRS385_Biofilm_10h_4	USA500_NRS385_Biofilm_24h_1	USA500_NRS385_Biofilm_24h_2	USA500_NRS385_Biofilm_24h_3	USA500_NRS385_Biofilm_24h_4	USA500_NRS385_Biofilm_24h_5	USA500_NRS385_Biofilm_24h_6	USA500_NRS385_Biofilm_24h_7	USA500_NRS385_Biofilm_24h_8	USA500_NRS385_Biofilm_5h_1	USA500_NRS385_Biofilm_5h_2	USA500_NRS385_Biofilm_5h_3	USA500_NRS385_Biofilm_5h_4	USA500_NRS385_Planktonic_10h_1	USA500_NRS385_Planktonic_10h_2	USA500_NRS385_Planktonic_10h_3	USA500_NRS385_Planktonic_10h_4	USA500_NRS385_Planktonic_24h_1	USA500_NRS385_Planktonic_24h_2	USA500_NRS385_Planktonic_24h_3	USA500_NRS385_Planktonic_24h_4	USA500_NRS385_Planktonic_24h_5	USA500_NRS385_Planktonic_24h_6	USA500_NRS385_Planktonic_24h_7	USA500_NRS385_Planktonic_24h_8	USA500_NRS385_Planktonic_5h_1	USA500_NRS385_Planktonic_5h_2	USA500_NRS385_Planktonic_5h_3	USA500_NRS385_Planktonic_5h_4
unassigned_transcript_611	SAUSA300_RS03065	899.978	868.859	870.442	918.101	508.085	448.712	434.993	457.636	450.337	445.1	432.024	441.827	595.308	562.311	600.187	569.124	498.559	513.73	473.107	485.378	522.278	441.879	485.487	630.666	469.351	647.247	584.93	569.202	451.596	447.075	460.951	390.378
unassigned_transcript_612	SAUSA300_RS03070	1074.952	980.385	1089.008	1036.338	348.508	320.288	359.001	320.361	350.053	397.764	326.068	326.173	677.124	689.619	739.063	683.341	677.661	690.965	641.417	637.094	563.055	499.077	532.247	598.819	471.406	616.289	627.559	626.477	440.192	487.629	473.529	522.428
unassigned_transcript_613	SAUSA300_RS03075	89	79	86	84.062	12	12	7	18.004	12	12	20	13	41	51	41.191	38	57	55.287	71	68.112	80	87	75.005	80.011	72	95.884	84.213	103	71	61	76.993	72.076
unassigned_transcript_614	SAUSA300_RS03080	134.017	152.176	124.912	134.78	63.004	48.096	57.586	53.126	54	52.095	56.997	62.001	132.052	147.597	108.931	149.511	67	76.967	56.497	62.046	70.195	51.579	54.003	63.726	57.033	66.054	68.308	48.078	81.348	68.304	56.071	79.003
unassigned_transcript_615	SAUSA300_RS03085	32.983	38.824	31.95	44.22	13.996	18.904	10.414	9.874	15	16.905	17.003	17.999	28.984	29.53	22.004	29.484	14	17.033	20.51	13.954	14.805	14.432	18	16.274	15.967	16.142	12.692	21.923	15.656	9.7	16.929	9.997
unassigned_transcript_616	SAUSA300_RS03090	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_617	SAUSA300_RS03095	123	119	144	111.728	61	53	50.997	54	60	76	54	38	139.645	139.029	132	139.33	99.508	126.081	109	116.078	165.346	170	168.008	203	173	215.995	205.039	211.207	119	82	114.477	117.935
unassigned_transcript_618	SAUSA300_RS03100	6	2	4	5	2	3	0	1	1	0	1	1	8.028	11	9	8.998	4	3	3	2	7.964	3	3.186	6.407	0	1	3.017	4	1.012	3	1.001	0
unassigned_transcript_619	SAUSA300_RS03105	15	14	15	11	2	2	7	4	1	3	4	3	22.972	15.929	27	25.964	31.002	22	15.457	27	19	11	13.814	29.593	15	20	13	16	5.988	6	12	11
unassigned_transcript_620	SAUSA300_RS03110	12	18	14	17	0	2	3	2	5	2	3	3	38.006	33	22.367	37.834	63	41	47.543	52.402	25.026	29	24.295	34	25.487	40	31.771	29	7	8	10	14
unassigned_transcript_621	SAUSA300_RS03115	4	8	6	7	0	0	0	0	1	0	0	0	22	25	22.443	24.137	30.98	30	18.202	21	18.638	8.077	5.705	7	7.513	14.948	10	8	0	3	3	2
unassigned_transcript_622	SAUSA300_RS03120	3.926	4	1	3	1	1	0	0	0	1	0	0	9.983	8.983	7	9	12	10.973	12.873	12.98	3.336	7.931	3.132	2	1	4.052	2	2	0	0	1	1
unassigned_transcript_623	SAUSA300_RS03125	7.074	2	3.148	5	1	0	1	1	0	0	2	1	9.685	8.017	15	8	20	18.027	21.045	15.769	0	5.992	3.002	6	4	5	2	5	1	1	3	0
unassigned_transcript_624	SAUSA300_RS03130	11	13	10.852	15	1	0	0	5	1	4	0	0.991	21	15	18	22	26	18	19.882	37	15	17	16	14	15	16	21.001	11	4	8	4	8
unassigned_transcript_625	SAUSA300_RS15930	3	3	7	3	0	2	1	1	0	0	1	1.009	7	10	9	4	12.989	9	14	15	0	0	0	2	2	1	1	2	2	1	0	0
unassigned_transcript_626	SAUSA300_RS03140	3	0	2	4	0	1	1	0	0	1	1	1	5	4	7	7	13	7	13.082	15	3	4	4	7	1	10	4	3	4	3	4	0
unassigned_transcript_627	SAUSA300_RS03145	4	6	3	5	0	0	0	0	2	0	0	1	5	4	4	10	15	13	7.918	14	3	8	6	10	5	13	10	6	0	2	5	3
unassigned_transcript_628	SAUSA300_RS03150	10.002	12	10.003	7.002	1	3	2	1	2	1	2	0	14.999	10.024	10.999	19	20.997	16.013	14.001	12	2	4.01	2.844	2	2	11.029	1.912	2	2	1.001	3.922	2.017
unassigned_transcript_629	SAUSA300_RS03155	14.998	9.247	14.997	13.422	1	3	0	1.994	2	1	3	4.997	24.683	19.156	19.796	22.997	28.851	20.987	26.322	15	33.193	32.929	14.948	28	14.99	39.857	20.088	31	17.807	16.982	15.951	19.983
unassigned_transcript_630	SAUSA300_RS03160	5	11.753	16	13.576	1	2	7	3.006	3	3	0	7.003	6.318	9.978	8.205	9.003	15.152	11	14.677	10	19.807	16.061	11.278	14	8.01	17.114	9	16	7.193	4.017	8.127	6
unassigned_transcript_631	SAUSA300_RS03165	140	147	155	147	38	30	33	35	44	45	43	57	164.896	192.822	167.153	190.46	113	129	121	102.412	146	127.981	126.125	155	119	156.732	161.475	149.945	122.111	82.021	82	94.052
unassigned_transcript_632	SAUSA300_RS03170	1250.17	1219	1248	1199.116	214	226	218	218	217	225	211	209	1279.658	1305.137	1295.148	1257.238	569.357	579	586.367	571.145	700	689.5	667.989	883.839	741.22	934.37	837.278	796.929	702.081	664.772	659.78	676.106
unassigned_transcript_633	SAUSA300_RS03175	105.166	98.822	76.055	106.007	14.869	11	12	8	4	8	7	5	70.831	72.137	76.925	81.249	65.888	63	57.998	52.073	37.762	40	43.296	51	24	45	43	50.654	49.559	43.291	60.397	43.633
unassigned_transcript_634	SAUSA300_RS03180	515.508	512.704	547.862	552.274	67.131	50	47.746	46	55	61	62	52	520.086	517.084	529.513	513.745	345.955	346.872	359.35	298.792	271.385	269.461	245.237	349.005	286	322.154	343.144	285.6	524.446	486.161	528.388	485.363
unassigned_transcript_635	SAUSA300_RS03185	176.325	193.95	155.089	202.72	31	27	24.254	26	24	43	30	30	192.217	197.916	202.503	179.961	133.039	154.127	169.69	153.56	128.817	102.853	99.808	130.508	110	140.09	120.166	155.747	275.277	273.688	288.633	270.54
unassigned_transcript_636	SAUSA300_RS03190	8597.794	8219.488	8580.137	8413.968	5259.204	5222.569	5197	5093.405	5059.488	5116.846	5098.435	5004.494	1510.388	1526.882	1476.716	1469.487	6759.27	6749.324	6565.152	6395.541	1967.122	2064.511	2062.623	2473.878	1977.455	2547.235	2554.451	2569.958	10058.515	10434.744	10201.296	10159.259
unassigned_transcript_637	SAUSA300_RS03195	0	2	4	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0
unassigned_transcript_638	SAUSA300_RS03200	80.056	95.192	96.1	74.089	8	16	14.983	10.912	12	12	10	9	66.102	78.32	70.625	64.003	52.731	64.735	49.266	39.366	90	74.183	67.971	99.809	86.42	98.603	85.2	102.716	64.914	92.106	66.555	52.503
unassigned_transcript_639	SAUSA300_RS03205	338.944	367.808	394.9	367.911	28	35	31.017	39.088	31	24	33	32	393.333	417.844	426.491	433.504	389.054	421.191	349.721	378.477	356.159	341.549	341.979	427.187	332.587	406.087	428.788	404.194	338.115	380.596	340.445	338.579
unassigned_transcript_640	SAUSA300_RS03210	35.087	22	30	24	5	1	3.991	2	6	5	2	2	11.462	16.004	20	19	16	14	15.595	17	3	10	6	14	13	7	12	9	4	6.857	4	7
unassigned_transcript_641	SAUSA300_RS03215	47	53	54	69	11	10	8	8	9	7	12	8	64.662	80	78.565	82.904	68	65	61	63.002	88	75.77	106	92	80	118	122	101	43.002	44	37	43
unassigned_transcript_642	SAUSA300_RS03220	47	56	60.002	61	5	10.011	9	10	10.009	13	14	12.072	109.078	111.113	102.107	70.17	53.277	59.047	59.363	49.037	81.18	70	64	86	75	86.073	68	88	89.308	86.397	75.039	87.098
unassigned_transcript_643	SAUSA300_RS03225	127.012	149.036	142.998	118.997	25.01	31.989	37.94	18.985	27.453	23	31.999	27.928	74.727	89.958	90.032	84.232	112.394	107.355	83.961	99.963	76.621	72.937	68.769	75.012	70.945	82.552	83.061	67.959	81.044	97.851	102.154	94.36
unassigned_transcript_644	SAUSA300_RS03230	152.988	123.01	139	143.003	18.99	12.122	18.06	24.015	16.538	14	17.001	8	142.147	143.388	160.234	123.781	155.405	136.678	151.314	146.001	104.224	104.183	120.152	137.923	117.367	113.38	142.239	144.021	93.276	106.751	100.801	100.871
unassigned_transcript_645	SAUSA300_RS03235	8592.221	8416.126	8717.66	8487.651	6472.252	6061.703	6323.938	6239.344	6011.953	6347.952	6444.896	6213.506	813.814	801.479	833.017	875.859	4973.496	5178.688	4786.033	4825.191	865.275	810.204	904.079	972.345	805.855	1038.925	1110.974	1103.797	3044.046	3054.34	2908.813	3037.318
unassigned_transcript_646	SAUSA300_RS03240	273	248	266.088	236	105.222	120	111	88	87	97.048	96	83	153.09	141.026	137.33	136.137	152	188.5	188.101	179	69	61	82	77	68	83.393	85	71	53	50	71.063	52
unassigned_transcript_647	SAUSA300_RS03245	1045	1024.984	1116	1022	116	109	115.284	108	114	113.001	112	106	263.106	309.968	307.019	270.861	623.176	593.181	620.814	598.818	145.059	163	159	190	143.262	207.937	204	184.916	140.94	155.003	156.967	148.009
unassigned_transcript_648	SAUSA300_RS03250	2766.962	2737.971	2807.01	2744	344	367	356	372	357	375	359	373	3085.862	3042.273	3042.252	3026.895	1682.055	1681.795	1624.839	1675.299	110.965	116	130	151.999	110	152	165	153	103.992	102	104.654	127.946
unassigned_transcript_649	SAUSA300_RS03255	80	93	101	89	7.004	1	4	3	8	7	4	6	105.023	110.02	104.278	103.376	31	34	33	19	24	21	24	26	23	28	32	21.058	28	17	21	21
unassigned_transcript_650	SAUSA300_RS03260	1	3.82	5.971	2	0	0	0	0	0	1	0	0	3	4.639	2.643	2	0	0.671	1	3	0	0	1	0	0	0	1.852	0	0	1.469	1.306	0
unassigned_transcript_651	SAUSA300_RS03265	3	5.18	4.029	5	0	0	0	1	1	1	0	2	4	13.361	8.357	5	2	4.329	2	4	1	3	2	7	7	6	4.148	3	5	6.531	1.694	6
unassigned_transcript_652	SAUSA300_RS03270	390.187	461.277	430.513	451.222	28.734	36.899	19	34.999	32	35	29.001	37.984	419.732	396.815	434.835	382.681	61.866	77.098	83.769	89.837	31	33.972	34.956	50.157	47.965	45.985	40.925	48.859	66.243	56.552	57.96	65.856
unassigned_transcript_653	SAUSA300_RS03275	1176.605	1157.291	1219.055	1152.801	122.262	108.181	117.921	108.465	136.967	144.997	122.523	124.778	1455.445	1474.19	1474.711	1452.531	394.489	366.019	356.473	351.997	158.246	148.722	126.044	187.356	149.549	195.071	206.102	186.769	207.296	242.562	213.174	228.412
unassigned_transcript_654	SAUSA300_RS03280	187.997	136.388	172.253	159.124	4.004	5.919	6.079	5.144	5.097	1.899	2.476	2.238	196.935	216.709	213.748	220.312	49.533	54.232	64.248	45.201	20.828	19.317	13	24.129	18.727	23.945	29.006	31.397	20.461	29.955	24.883	24.352
unassigned_transcript_655	SAUSA300_RS03285	97.901	69.771	74.021	91.045	2.949	3.993	4	7.055	5.936	3.105	8	2	150.527	121.517	164.374	88.502	30.902	43.996	32.133	37.117	26.465	23.945	19.873	22.735	10.147	22.083	22.59	28.57	11.9	18.956	19.303	19.127
unassigned_transcript_656	SAUSA300_RS03290	167.356	159.286	178.886	168.808	21.126	21.007	25.994	15.337	18	26	19	23	393.71	392.669	395.13	403.251	85.896	107.42	79.587	77.873	83.535	75.044	67.273	78.223	73	77.917	79.864	87.43	59.145	54.975	53.359	52.248
unassigned_transcript_657	SAUSA300_RS03295	17.194	16.595	13.768	13.096	1	2	1.006	2.984	2.111	3	0	2.309	43.146	38.385	43.675	42.989	4.139	8.173	11.007	9.444	1	3.97	5.981	5.667	0	4	4.75	3.347	0	0	2.338	3.019
unassigned_transcript_658	SAUSA300_RS03300	53.469	54.319	55.547	47.07	3	1	10	2.023	6.261	4.994	3	5.748	148.095	152.617	150.977	160.318	46.142	35.385	51.448	33.622	21.145	18.772	20.865	20.802	17.129	24.099	38.304	26.075	14.195	16.57	21.938	25.635
unassigned_transcript_659	SAUSA300_RS03305	86.287	64.073	71.696	72.834	20	12	14	9.994	6.627	7.006	9	14.943	190.137	183.87	184.525	182.025	71.719	64.631	63.246	61.985	28.855	28.258	19.014	32.198	21.871	28.854	26.673	20.578	23.805	30.43	35.91	26.365
unassigned_transcript_660	SAUSA300_RS03310	977	937	959	952.003	132.002	141	152	153	141	127	134	137	922.895	882.672	905.377	898.019	895.434	876.766	837.803	783.534	324.429	347	322.03	386	306.046	396.097	397	377.173	602.546	623.498	607.272	555.983
unassigned_transcript_661	SAUSA300_RS03315	652.073	679.725	674.577	638.471	260.261	250.08	254.437	266.126	247.804	273.715	235.279	216.182	2110.321	2102.718	2146.327	2111.31	3065.25	3063.978	3013.013	2966.156	3635.381	3489.071	3476.859	4495.925	3496.733	4483.795	4331.241	4384.903	762.734	796.056	795.541	811.69
unassigned_transcript_662	SAUSA300_RS03320	434.388	475.422	431.66	486.677	166.033	122.344	161.318	158.253	154.291	165.241	180.489	180.924	1207.552	1268.014	1247.683	1233.909	1525.336	1481.637	1514.465	1451.063	1923.483	1817.917	1812.56	2279.318	1735.484	2328.648	2355.449	2255.602	448.784	415.001	400.142	480.808
unassigned_transcript_663	SAUSA300_RS03325	714.128	705.857	731.764	748.834	436.744	404.576	418.245	386.457	416.906	429.043	410.231	398.894	2013.428	2018.479	2048.345	1916.842	2359.104	2432.199	2405.5	2338.682	3168.949	3275.752	3246.563	3995.504	2923.071	3898.143	3904.214	3754.637	1130.797	1196.659	1215.392	1237.898
unassigned_transcript_664	SAUSA300_RS03330	465.627	521	522	488.959	232	229	266	236	233.959	251	233	255	432.226	386.439	457.008	367.959	559.08	521.117	558.176	595.601	395.151	428.364	409.984	532	405.886	508.555	527	497.205	240	205.803	234.732	229.128
unassigned_transcript_665	SAUSA300_RS03335	49	40	43	44	153	144	132	143	147	133	146	161	29	19	27	28	24	29	33	31	39	41	24	32	30	39	30	40.002	17	25	21	30
unassigned_transcript_666	SAUSA300_RS03340	124	122	128	117	45	51	54	66	53	47	53	56	201.435	167	158.975	186.119	112.045	124	109	112.496	143.018	168	166	194.007	150	181	165.006	180	114	123.002	126	129
unassigned_transcript_667	SAUSA300_RS03345	431	421	462.001	455	166	130	137	147	138	127	160	147	304.057	322.018	354.068	340.973	229.659	228	222	224	212	217	241.982	280.178	207.461	284.264	298	293.436	193.003	195.75	176.363	199
unassigned_transcript_668	SAUSA300_RS03350	446.869	453	425	432	31	31	36	33	25	28	29	25	562.572	493.704	561.939	489.17	596.904	620.343	684.035	587.773	307.026	306	293.352	369.006	310.402	415.379	379.978	408.295	170.003	147.158	171	167.818
unassigned_transcript_669	SAUSA300_RS03355	484.063	446.802	510.496	461.209	109.887	87	97.547	76.846	132.003	111.965	109.828	102.493	395.346	396.204	425.952	385.632	410.463	418.835	391.11	384.486	211.217	233.447	218.198	290.528	238.021	274.718	251.006	264.163	335.063	327.007	339.438	340.838
unassigned_transcript_670	SAUSA300_RS03360	399.361	360.36	422.865	421.877	57.93	55.957	80.431	47.166	52.972	58.638	39.185	71.507	376.454	365.21	334.551	335.565	426.644	375.36	370.313	369.474	297.258	269.783	256.605	378.197	262.51	350.219	341.265	346.179	299.469	299.404	290.734	295.12
unassigned_transcript_671	SAUSA300_RS03365	175.576	179.837	170.639	168.913	48.22	43.043	45.022	41.988	32.028	56.396	43.987	45	126.969	120.538	144.957	137.023	144.159	144.922	152.122	179.13	161.525	167.398	150.093	200.736	151.468	185.781	173.963	198.659	143.371	163.681	146.748	160.751
unassigned_transcript_672	SAUSA300_RS03370	229	204	250	248	66	51	64	64	43	57	60	61	283.976	256.84	284.178	278.75	127.988	131	128.002	114.004	298.082	280.119	321.892	398.061	328	380	371	405	190.103	226.992	188.546	207.032
unassigned_transcript_673	SAUSA300_RS03375	1642.992	1555.8	1662.01	1609	655	635.935	696	662	668.001	724	716	664	2344.541	2255.655	2297.827	2313.55	2992.657	3000.104	3134.469	2956.428	1543.372	1493.757	1465.971	1892.183	1456.55	1964.391	1979.639	1885.265	3860.602	4073.631	3944.92	3974.847
unassigned_transcript_674	SAUSA300_RS03380	250	257.063	265	257	103	99	117	92	105.029	122	106.002	103	383.802	386.641	421.792	349.24	533.85	558.082	524.579	545.332	499.004	482.002	543.757	609.412	494.102	615.496	642.087	660.942	369.997	332.897	355.229	349.045
unassigned_transcript_675	SAUSA300_RS03385	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	3	0	1	0	1	1	0	1	1	2
unassigned_transcript_676	SAUSA300_RS03390	69	66	70	62	25	33	23	26	31	23	35	27	61.001	54.016	85.03	57.777	80	66.026	74	93.003	124.554	116	135.909	155.042	116	141	139	161	50	57	56.145	67
unassigned_transcript_677	SAUSA300_RS03395	300.993	269.921	284.932	302.993	176.964	165.974	160	162	152	151	166	158.998	279.078	265.612	259.137	258.263	93.988	88	76	108.493	140.083	158.349	130.69	180.976	148.145	190.989	154	175.884	125.87	138.922	129.037	134.922
unassigned_transcript_678	SAUSA300_RS03400	98.584	99.292	110.69	99.059	33.027	35.137	29	42.904	25.005	25.307	28	33.002	102.553	103.588	121.257	119.989	51.027	65.032	54.09	48.621	88.918	51.35	78.292	75.871	67.354	91.011	107.14	92.129	59.255	65.098	46.777	48.108
unassigned_transcript_679	SAUSA300_RS03405	81.423	77.788	90.378	66.958	27.013	28.866	18	14.096	33.995	19.693	20	24	117.904	135.046	159.069	132.506	70.904	89.968	59.91	88.887	110.118	96.65	86.111	136.16	99.646	127	132.86	128.988	65.955	66.98	70.226	75.664
unassigned_transcript_680	SAUSA300_RS03410	223.52	253.023	259.01	272.231	108.176	107.447	84.159	107	86	95	100.207	88.284	174.457	220.974	211.862	208.279	155.004	180.828	153.171	115.142	115.004	123.129	119.36	136.942	123.088	143.05	135.204	154.956	144.025	155.45	155.2	137.415
unassigned_transcript_681	SAUSA300_RS03415	191.683	181.17	207.868	201.46	82.437	60.289	62.736	51.057	60.988	76.551	55.768	61.092	183.411	168.163	199.158	166.009	95.691	126.662	110.157	114.396	149.929	135.176	135.541	155.414	128.261	179.608	151.525	156.698	136.561	147.968	127.802	119.002
unassigned_transcript_682	SAUSA300_RS03420	82.797	77.807	88.122	96.309	10.387	8.264	9.105	8.519	9.012	13.449	13.024	9.624	100.045	82.533	98.713	81.903	60.314	56.175	72.756	64.506	58.496	68.91	60.147	73.601	48.754	106.469	83.271	83.346	39.367	50.016	45.763	41.55
unassigned_transcript_683	SAUSA300_RS03425	947	957	963	1005	58	65	52	46.424	46	51	41	58	558.89	488.051	538.914	530.556	479.933	410.907	477.526	450.649	286.961	237	293.969	361.001	276.771	341.939	295.862	328.002	178	181.007	166.894	162
unassigned_transcript_684	SAUSA300_RS03430	233	234	250	248.004	52	66	63	74	50	64	47	53	117.065	124.002	112.049	121.406	385	378.471	383.963	384.004	376.995	404	404.076	446.005	355.002	502	546.961	487.116	186.003	211.697	193.732	141.061
unassigned_transcript_685	SAUSA300_RS03435	44	46	38	43	10	5	4	5	6	5	3	3	50.004	37.015	41	43	76	72	72	75.006	53	64	66	76	60	60.808	72.386	77	29	26.039	29	30
unassigned_transcript_686	SAUSA300_RS03445	89.106	81	100	81	23	25	24	21	23	24	24	33	51.996	36	42	41.001	109	131	91	109	41	49	55	52	51	66	60	78	10	13.961	14	10
unassigned_transcript_687	SAUSA300_RS03450	891.003	758	812	820.929	183	182	204	165	162	169	159	173	461.063	461.128	491.87	457.239	343	350.071	311.179	301.385	247.001	223.092	218	279	228	242.154	290	275.955	429	416.597	406.867	431.71
unassigned_transcript_688	SAUSA300_RS03455	229.874	250.911	285.109	281.199	22	16	19	18	10.119	19	25	22	186.717	176.003	202.604	179.774	140.727	149.237	149.017	145.25	108.491	107.056	108.012	122.941	113.252	115.107	126.007	143.069	77.314	107.053	71.536	94.043
unassigned_transcript_689	SAUSA300_RS03460	138.065	143.089	138.689	157.79	14	6	10.974	15.939	12.881	12	10	11	108.468	95.555	118.761	95.207	132.314	105.76	107.401	125.739	49.52	54.655	52.841	63.906	55.799	73.571	58.993	58.931	32.686	57.947	44.837	45.831
unassigned_transcript_690	SAUSA300_RS03465	181.057	160	174.202	160.011	22	18	14.026	15.061	9.991	15	19	14	156.299	177.112	156.919	156.328	144.152	134.003	147.922	147.011	100.994	97.289	103.147	132.153	82	121.2	115	128.819	74.001	75.091	64.141	89.062
unassigned_transcript_691	SAUSA300_RS03470	398.765	427.105	424.066	421.24	113.869	104.001	107.624	114.475	115.761	113.948	123.703	125.611	234.787	273.207	249.081	293.97	173.214	172.394	167.515	156.942	144.389	134.235	136.931	168.63	159.736	171.273	179.316	183.475	227.778	239.414	210.094	213.179
unassigned_transcript_692	SAUSA300_RS03475	698.242	734.895	721.934	713.76	40.131	53.999	42.133	56.525	42.248	65.052	41.297	58.389	689.614	674.676	723.742	672.699	287.687	316.322	297.458	279.283	231.611	230.602	215.069	272.412	200.264	315.556	262.682	283.706	192.469	199.446	184.934	191.675
unassigned_transcript_693	SAUSA300_RS03480	132.985	156.998	154.756	143.096	15.999	25.994	29.999	24.998	23.996	24	19.877	20.815	166.466	143.152	133.735	166.374	217.85	227.95	216.442	211.058	96.227	114.766	108.218	128.874	94.901	112.842	136.108	118.616	51.827	53	53.756	54.908
unassigned_transcript_694	SAUSA300_RS03485	373.015	369.002	359.244	375.904	219.001	228.006	236.001	235.002	228.004	253	230.123	239.185	397.526	390.154	446.359	414.997	647.607	659.049	653.69	679.768	880.467	813.923	826.901	1017.271	819.421	1045.281	1062.784	1057.357	528.623	570.532	603.742	555.293
unassigned_transcript_695	SAUSA300_RS03490	5179.119	4881.96	5241.977	5102.243	2299.508	2255	2219	2182	2211.632	2192.252	2234	2212	11235.251	11404.466	11782.638	11326.274	2789.274	2850.835	2712.612	2666.436	2250.657	2242.701	2231.745	2664.469	2223.792	2778.024	2697.106	2620.395	3019.728	3141.922	3169.488	3175.41
unassigned_transcript_696	SAUSA300_RS03495	92.436	86	103	77	7	3	6	1	5	7	1	4	72.052	66.796	72.012	78	87	93	78	79	27	28	27	35	23	47	34	38	19	16	27	23.121
unassigned_transcript_697	SAUSA300_RS03500	41	29	45	41	2	3	3	4	2	6	4	1	57	55.003	60.478	65	48.83	50	54	55	26	21	21	26	16	26	30	33	16	25	17	12.004
unassigned_transcript_698	SAUSA300_RS03505	26	21	18	19	1	1	0	0	0	1	0	0	42	39.917	31.049	30	23.996	25	23	20	0	1	0	1	0	1	0	1	4	2	0	0
unassigned_transcript_699	SAUSA300_RS03510	610.121	598.988	590.851	592.859	300.317	317.764	292.042	288.27	274.297	279.809	281.702	299.685	781.047	769.604	794.515	720.492	516.61	495.109	448.447	449.749	512.83	491.095	523.137	590.742	507.39	658.228	640.133	649.346	1001.666	997.212	991.645	923.206
unassigned_transcript_700	SAUSA300_RS03515	284.9	284.012	312.149	290.182	70.372	64.236	61.958	42.688	61.703	53.248	53.298	51.315	311.557	309.824	340.572	348.494	229.401	248.479	224.512	190.911	188.17	200.905	194.096	245.254	205.61	219.592	244.9	246.836	223.139	219.325	239.57	246.754
unassigned_transcript_701	SAUSA300_RS03520	0	0	0.981	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
unassigned_transcript_702	SAUSA300_RS03525	284.568	275.792	286.019	302.998	31	27	35	33	30	22	22	23.998	233.491	241.109	212.008	241.349	150.22	177.931	180.999	155.973	73	78.748	80.755	97.177	79	109	99	93.292	151.587	155.991	166.899	169.083
unassigned_transcript_703	SAUSA300_RS03530	535.457	539.208	554	499.618	45	42	40	37	38	43	46	42.002	412.53	471.508	458.167	447.535	388.516	375.033	350.001	367.001	240	251.948	238.245	277.066	216.788	312.98	292.039	312	404.665	351.137	349.101	393.688
