tx	gene_id	USA500_NRS385_Biofilm_10h_1	USA500_NRS385_Biofilm_10h_2	USA500_NRS385_Biofilm_10h_3	USA500_NRS385_Biofilm_10h_4	USA500_NRS385_Biofilm_24h_1	USA500_NRS385_Biofilm_24h_2	USA500_NRS385_Biofilm_24h_3	USA500_NRS385_Biofilm_24h_4	USA500_NRS385_Biofilm_24h_5	USA500_NRS385_Biofilm_24h_6	USA500_NRS385_Biofilm_24h_7	USA500_NRS385_Biofilm_24h_8	USA500_NRS385_Biofilm_5h_1	USA500_NRS385_Biofilm_5h_2	USA500_NRS385_Biofilm_5h_3	USA500_NRS385_Biofilm_5h_4	USA500_NRS385_Planktonic_10h_1	USA500_NRS385_Planktonic_10h_2	USA500_NRS385_Planktonic_10h_3	USA500_NRS385_Planktonic_10h_4	USA500_NRS385_Planktonic_24h_1	USA500_NRS385_Planktonic_24h_2	USA500_NRS385_Planktonic_24h_3	USA500_NRS385_Planktonic_24h_4	USA500_NRS385_Planktonic_24h_5	USA500_NRS385_Planktonic_24h_6	USA500_NRS385_Planktonic_24h_7	USA500_NRS385_Planktonic_24h_8	USA500_NRS385_Planktonic_5h_1	USA500_NRS385_Planktonic_5h_2	USA500_NRS385_Planktonic_5h_3	USA500_NRS385_Planktonic_5h_4
unassigned_transcript_1338	SAUSA300_RS06790	418	407.101	434.218	426.499	63.157	68	76.534	75	81	65.081	72.023	72	587.359	614.473	645.915	633.562	897.501	903.884	887.888	913.823	783.846	798.485	751.124	908.416	698.255	972.375	905.87	896.331	432.516	502.95	493.919	450.08
unassigned_transcript_1339	SAUSA300_RS06800	234.167	214	219	219	216	235.013	222	218	227	220	212	233	344.966	329.295	357.848	314.846	487.995	476.918	475.998	475.12	607.064	565.797	613	771.254	572.664	812.261	748.994	767.95	284.868	296.039	283	287.016
unassigned_transcript_1340	SAUSA300_RS06805	137.303	127.71	138.831	124.641	15	10.098	4	10	8.081	19	11	8	86.852	91.427	96.032	83.053	48.561	74.839	57	59	18	13	16.852	31	33	21	18	25	20.999	24	22	15
unassigned_transcript_1341	SAUSA300_RS06810	31.372	31.286	37.042	23.359	1	2.9	0	0	0	0	1	1	22.877	25.605	19.461	12.605	6.29	7.516	8.807	5.207	0	1.024	0	0	0	1	0	0	0.963	1	0	1
unassigned_transcript_1342	SAUSA300_RS06815	1309.325	1305.004	1373.127	1238.762	92	98.002	96	79	97.919	96	82	81	1443.162	1501.086	1529.099	1402.055	890.192	850.853	828.964	868.013	558.973	555.99	526.78	649.252	518.871	658.584	625.008	600.01	562.965	575.483	594.389	563.001
unassigned_transcript_1343	SAUSA300_RS06820	1239	1273.869	1268.621	1343	71	78	59	76	70	74	48.027	70	1866.011	1807.57	1916.502	1784.26	761.017	762.63	701.034	727.348	434.205	388	468.242	488.066	415.88	547.532	566.848	503.014	645.079	621.698	651.911	592.148
unassigned_transcript_1344	SAUSA300_RS06825	432.996	409	437	409	76	56	84	96	77	85	66	95	217.032	237.44	235.223	249.275	146	134.674	174.036	133	116.822	133	130	160	138.482	181	151.225	152	190.901	176.286	188.849	197
unassigned_transcript_1345	SAUSA300_RS06830	277	276	301	303	110	101	107	97	92	124	123	129	159.872	155.528	169	159.991	348.88	353	363.009	331.391	305	314	308.029	354.111	295	373.055	357.001	375.792	157	154.18	131	126.14
unassigned_transcript_1346	SAUSA300_RS06835	182	156	130	153	241	224	225	230	212	253	222	221	144	136.921	133.658	137	107	118	118	124	132.871	136.958	148.495	192.773	131	178	170.923	188	309.882	302.452	284.998	268.757
unassigned_transcript_1347	SAUSA300_RS06840	103	112	131.001	88	211.234	195	184	206	207	211	199	216	45.284	62	53	34	48	38	50	49	28	22	27	38	41	36.035	38	29	47.894	42	35	36.946
unassigned_transcript_1348	SAUSA300_RS06845	103	100	94	97	25	23	11	28	23	26	29	25	149.003	183.695	188.444	210.988	131.265	117	120.993	132.102	82.025	69	81.691	99	89.567	101	96.006	108	97	112	114	102.039
unassigned_transcript_1349	SAUSA300_RS06850	371	361	396	344	130	113	124	109.02	135	142	154	130	280.502	310.79	297.556	296.137	314.182	334.56	349.83	278	183	155	195.085	224.988	185.612	269.009	235.258	220	382.645	343	379.179	336.471
unassigned_transcript_1350	SAUSA300_RS06855	10	11	18	13	2	0	2	1	1	2	5	2	8	3	12	13	9.003	12	9	9	19.431	10.474	7	19.894	12.906	16	12.223	8	6	4	2.002	6
unassigned_transcript_1351	SAUSA300_RS06860	1	2	2	2	0	4	2	0	0	0	2	0	1	4.018	4.007	7	3	3	2	4	8	8.526	10	7.106	8.094	12	9.777	15	7	5	3	2
unassigned_transcript_1352	SAUSA300_RS06865	3	1	3	3	1	2	1	0	0	5	4	1	5	6.982	4.993	5	6	6	7	4	8	2	7	8	9	8	6	12	8.563	13.001	6.012	12
unassigned_transcript_1353	SAUSA300_RS06870	1	1	5	3.035	1	0	0	0	0	1	0	1	4	4	2	4	3	3	2	4	8	2	2	4	10	13	5	4	3.437	3.115	6.988	8
unassigned_transcript_1354	SAUSA300_RS06875	2	2	1	1.965	0	0	1	0	0	0	0	0	4	3	0	4	2	3	4	1.235	4	1	2	7.999	3	10.965	3	4	3	3.967	1.973	6
unassigned_transcript_1355	SAUSA300_RS06880	3	1	1.635	1	2	0	3	0	2	1	2	3	3	0	5	3	3	3	3	3.765	11	13.002	9.179	6.001	5	11.035	6.002	12.029	17	9.033	10.027	6
unassigned_transcript_1356	SAUSA300_RS06885	12	8	8.365	11	9	7	5	6	5	8	5	4	15	16	15	12	13	9	11	7	16	16.998	24.821	23	19	19	27.998	19.971	13	14	10	12
unassigned_transcript_1357	SAUSA300_RS06890	3786.872	3680.087	3927.34	3767.075	361.045	331.036	372.918	303.053	347.817	321.107	351.124	344.502	2356.734	2234.596	2409.198	2210.822	2126.997	2266.519	2142.974	2225.177	757.039	829.692	748.35	971.263	801.362	929.225	965.812	937.499	661.141	677.919	645.127	643.14
unassigned_transcript_1358	SAUSA300_RS06895	4314.246	4164.532	4268.97	4247.61	478.955	484.964	472.128	447.911	480.129	502.899	473.887	481.498	2964.512	2948.626	3254.975	2915.678	2850.813	2863.589	2745.235	2761.811	1326.446	1345.749	1271.17	1603.793	1323.55	1659.88	1584.977	1607.795	1078.725	1188.543	1138.186	1193.651
unassigned_transcript_1359	SAUSA300_RS06900	70	73	81	57	11	9	12	8	14	8	13	14	93	73.966	89.022	72.001	60.001	57	51	59	55	66	66	93.233	65	89.165	82	83.895	40	34	32	50.001
unassigned_transcript_1360	SAUSA300_RS06905	73	88	80	81	19	21	26	25	28	24	20	19	78	78.469	80.407	80.98	85	100.235	108	91.015	71	100.967	74	116	70	103	103	112.999	75.854	99.989	75.863	73
unassigned_transcript_1361	SAUSA300_RS06910	56	55.119	48.027	55	17	11	13.004	12	10	21.093	9	20	60.891	54.895	61.892	52	135.525	121.719	113.718	126.07	73.959	65.501	65.377	65.665	47.121	61.077	77.357	58.022	70.916	78.231	70.877	76.943
unassigned_transcript_1362	SAUSA300_RS06915	44	45.881	42.973	24	10	10	5.823	5	12	7.907	8	8.959	34.106	31.638	28.108	29.919	80.28	79.119	77.317	76.787	42.786	64.499	47.656	68.58	46.879	61.941	72.262	52.326	39.235	46.933	33.577	46.456
unassigned_transcript_1363	SAUSA300_RS06920	37	29	30	21.891	7.997	6	13.173	9	12.995	6	3	6.041	20.003	20.577	26	21.996	68.989	54.16	55.745	42.012	40.227	31.646	30	40.105	38.141	45.901	47.294	50.256	28.365	26.372	27	34.601
unassigned_transcript_1364	SAUSA300_RS06925	37	29	45	38.109	3.003	6	4	7	5.005	2	5	5	22.001	20	23	28.004	77.022	78	76.07	77.13	34.965	50.354	45	58.722	38.857	50.081	46.159	56.43	29.738	25.464	31.319	30
unassigned_transcript_1365	SAUSA300_RS06930	0	2.234	4.045	1.841	1	0	1.029	0	1	1	0	3	1.009	0	1.121	0	0	4.681	3.799	3.006	1.108	0	4	0	2.085	1.623	2.153	1.016	2	1	2	1
unassigned_transcript_1366	SAUSA300_RS06935	15	22.766	20.955	16.159	1	2	2.971	3	1	0	1	3	12.991	17	14.879	15	18	10.318	15.201	6.994	11.892	11	5	10	9.915	12.377	12.847	9.984	4	5	4	3
unassigned_transcript_1367	SAUSA300_RS06940	717.045	765	786	792	199	179	178.023	201	187	195	209.001	221	774.54	707.513	739.107	761.185	695.869	710.175	686	643.321	400.984	420	384.62	495.945	421	477	484	534.282	458.056	454.923	461.556	437.495
unassigned_transcript_1368	SAUSA300_RS06945	4.102	14	16	8.998	2	1	2	0	0	0	3	1	15.96	10	8	10	17	11	17	9	9	7	7	11	9	3.288	8	15.923	8	4	3	3
unassigned_transcript_1369	SAUSA300_RS06950	16.898	3.995	13	5.002	1	1	2	2	4	3	1	2	14	10	9	13	16	13	11	15	5	5.001	3	10	7	3.712	8	12.074	8.993	5.98	4	3
unassigned_transcript_1370	SAUSA300_RS06955	8	4.005	3	4	8	6	9	2	8	3	7	3	9.04	5	8.193	4	4	9	1	5	4	7.999	6	3	5.011	9	10.672	10.003	6.007	7.02	5	6
unassigned_transcript_1371	SAUSA300_RS06960	1	6	3	2	1	1	4	3	2	3.039	2	2	2	5	3	3	1	1	1	3	4.001	3	4	1	4	3	8.328	5	5	4	6	5.001
unassigned_transcript_1372	SAUSA300_RS06965	0	6	2	2	1	6	5	2	3	5	3	3	1	4	7	4	1	3	2	0	4	1	5	4	2	2	8	2	6	4	4	5
unassigned_transcript_1373	SAUSA300_RS15320	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0
unassigned_transcript_1374	SAUSA300_RS06980	796.164	777.726	899.582	870.001	843	830	814	727	780	845	824	790	788.448	768.368	875.802	792.816	984.31	1036.195	1017.202	982.854	838.476	809.02	798.923	1013.066	797.467	1025.999	1039.783	1021.049	623.351	613.359	634.38	613.081
unassigned_transcript_1375	SAUSA300_RS06985	196	192	201	204	75	79	69	62	67	85	53	59	315.417	354.209	351.271	320.53	432.694	395.69	408.03	382.003	410.008	461.036	412.002	557.005	472.99	571.841	518.938	524	260	234.163	243.627	237.857
unassigned_transcript_1376	SAUSA300_RS06990	46	45	45	39	32	31	27.865	31	34	29	32	22	73	82.797	103.323	79	50	59	53	63	65	71	85	81	63.121	79.962	82	75.013	216.719	259.959	221.836	190.038
unassigned_transcript_1377	SAUSA300_RS06995	83.684	83.928	86.546	83	24.849	31	24.135	39	29.645	30	37	32.008	131.05	115.102	121.446	126.099	102.249	85.202	75.046	85.776	133.829	131.272	122.224	161.654	127.538	170.326	163.264	165.057	320.786	300.781	327.002	309.457
unassigned_transcript_1378	SAUSA300_RS07000	65.078	71.917	76.636	74.243	39.127	30	34.656	34.333	22.355	28.933	24	35.252	157.022	158.732	153.027	147.711	94.819	95.501	111.019	91.292	164.831	162.74	165.216	226.484	160.32	206.096	213.812	215.699	409.371	399.997	409.545	405.252
unassigned_transcript_1379	SAUSA300_RS07005	56.276	47.157	49.827	52.99	12.024	18	24.344	21.939	11	15.067	16	16.74	122.929	118.988	106.067	112.055	82.009	83.878	88.212	88.817	123.501	117.424	126.709	155.47	121.893	129.651	175.924	145.884	248.602	239.741	236.324	226.451
unassigned_transcript_1380	SAUSA300_RS07010	41.962	31.998	36	24.768	48	43	46	45.728	32	43	29	43	82.319	67	81	74.955	55	74.009	55.9	50.845	89.722	87.564	81	115.503	99	113.977	117	101.748	191.551	196.986	192.17	165.04
unassigned_transcript_1381	SAUSA300_RS07015	24	25	28	28	12	16	24	27	11	23.956	24	17	68.941	52.002	63	62.331	73.3	54	73.948	83.154	86.112	91.194	87.998	83.898	77.135	80	88	82.251	99.285	92.958	84.613	79.914
unassigned_transcript_1382	SAUSA300_RS07020	21.619	18.021	28	24.699	9.687	5.537	6	2.522	6.816	6.908	8	4	59.809	76.134	75.255	62.834	70.123	74.707	63.987	82.363	57.535	73.301	49.372	72.09	60.927	74.244	88.321	56.042	70.857	69.836	80.25	59.516
unassigned_transcript_1383	SAUSA300_RS07025	191.381	207.979	223	230.301	33.313	36.463	43	43.478	30.184	43.136	35	40	246.781	261.86	285.702	256.283	191.573	194.368	203.035	192.645	195.354	196.983	213.193	263.012	205.951	235.752	255.568	254.959	225.32	201.143	217.591	181.484
unassigned_transcript_1384	SAUSA300_RS07030	1	2	2	1	1	0	1	0	1	0	0	0	0	2	1	0	3	1	0	1	3	0	0	0	1	0	2	1	0	1	2	0
unassigned_transcript_1385	SAUSA300_RS07035	1084	910.945	993	1051.698	544	568	562	604.001	566.998	582	548	569	1297.18	1264.833	1280.297	1204.636	1486.731	1463.142	1506.978	1420.318	1383.574	1459.923	1273.838	1657.974	1393.943	1707.94	1751.747	1658.254	735.821	694.358	682.355	683.73
unassigned_transcript_1386	SAUSA300_RS07045	170	194	165	179.302	19	32	33	14	27	36	25	36	51.354	60.129	65.943	69.533	52.13	57	54.939	54	30	22.075	22	31	24	26	43	29.025	51	64.168	65.536	54
unassigned_transcript_1387	SAUSA300_RS07050	380.567	413.025	387.056	405.718	242.523	224.312	217.839	218.871	245.573	268.809	248.27	254.82	129.028	132.823	167.23	138.085	112.149	112.593	99.681	106.898	131.781	145.851	132.539	194.286	133.519	159.717	160.235	137.355	139.879	135.446	118.593	132.86
unassigned_transcript_1388	SAUSA300_RS07055	964.787	917.953	936.56	939.643	107.525	99.427	108.305	99.601	96.033	81.999	97.098	107.288	391.657	364.148	390.74	368.79	313.641	302.875	317.49	313.194	97.775	87.991	77.088	121.101	81.185	139.664	116.958	103.354	103.642	94.654	89.266	70.274
unassigned_transcript_1389	SAUSA300_RS07060	2120.373	2039.025	2118.346	2098.643	217.952	225.221	223.857	218.528	213.394	212.183	195.632	227.892	1077.07	1036.264	1080.224	1049.811	918.091	933.117	936.024	896.449	486.474	530.753	529.908	591.155	475.766	608.15	600.446	653.928	587.057	595.289	625.121	564.231
unassigned_transcript_1390	SAUSA300_RS15330	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_1391	SAUSA300_RS07075	52	64	56	57	10	4	5	5	5	13	4	11	59	91.033	79	74.306	102	109.999	104	127.742	107.477	100	111	111.132	91	116	123	144	47	36	52.032	37.996
unassigned_transcript_1392	SAUSA300_RS07080	382.143	347.018	393.868	403.213	57	74.58	63	52	44	56	57	65	297.724	303	312.613	289.232	198.461	196.097	208.207	197.198	224.721	227.41	241.44	258.105	198.008	296.166	282.19	276.191	223.932	228.918	228.632	240.836
unassigned_transcript_1393	SAUSA300_RS07085	247.857	233.982	261.466	251.771	24	18.42	17	13	12	11	19	23	163.983	161.96	175.178	168.447	105.967	113.922	115.301	101.905	119.978	119.809	124.554	184.98	126.942	153.834	175.153	142.151	105.115	121.106	123.368	109.381
unassigned_transcript_1394	SAUSA300_RS07090	330.592	309.842	367.398	305.827	39.399	33.998	42.85	51.224	34.995	38.543	33.322	33.11	134.989	122.674	102.874	137.55	201.764	203.672	217.864	197.796	39.873	28.908	41.841	46.885	42.652	43.97	54.88	60	36.571	41.617	43.67	47.901
unassigned_transcript_1395	SAUSA300_RS07095	1486.633	1438.542	1453.269	1456.91	1074.601	1117.002	1118.149	1157.788	1103.005	1136.457	1100.721	1146.173	841.98	824.285	854.047	785.516	832.953	846.988	811.295	828.367	536.974	538.651	550.159	647.427	516.258	707.012	714.687	649.928	836.749	881.151	871.72	803.629
unassigned_transcript_1396	SAUSA300_RS07100	2129.288	2004.506	2176.042	2108.891	868.112	865.017	858.347	851.055	903.675	933.652	924.942	966.055	5889.755	5929.475	6189.614	5813.66	3243.724	3382.973	3368.957	3269.139	4155.96	4013.546	3989.825	4864.291	3997.21	5002.555	5024.577	4785.448	2694.537	2814.015	3037.367	2704.804
unassigned_transcript_1397	SAUSA300_RS07105	6259.672	5963.262	6220.393	6118.105	3052.835	3025.031	3144.374	3058.113	2930.163	3068.067	3081.588	3040.864	14410.245	14213.553	14966.773	14066.691	6817.516	6828.333	6785.925	6419.813	7290.904	7518.154	7313.087	9065.88	7243.106	9345.58	9108.552	9139.805	6420.262	6660.781	6413.462	6412.963
unassigned_transcript_1398	SAUSA300_RS07110	1507.074	1416.135	1544.788	1418.886	69.545	77.749	80.188	72.701	88.055	69.02	79.402	67.377	1030.759	973.599	1032.726	1020.386	533.657	609.839	588.203	544.194	312.453	276.155	339.098	382.977	319.241	367.229	411.716	350.003	327.085	322.867	314.162	323.907
unassigned_transcript_1399	SAUSA300_RS07115	950.144	925.65	966.071	1039.099	100.455	121.251	90.812	116.299	113.93	98.98	101.598	112.623	574.108	556.787	561.216	566.275	282.949	292.673	274.592	278.609	176.9	173.88	156.66	209.217	134.176	210.737	195.274	233.884	250.467	261.614	245.999	258.436
unassigned_transcript_1400	SAUSA300_RS07120	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_1401	SAUSA300_RS07125	0	2	2	2	0	0	0	0	1	0	0	0	0	1	0	3	0	3	2	0	1	2	0	3	0	0	0	0	1	0	1	1
unassigned_transcript_1402	SAUSA300_RS07130	38	25	35	42	7	13	10	10	12	21	10	12	27	30	16	29.264	41	31	34	22	54	37	40	46	38	41	45	41	13	15	12	11
unassigned_transcript_1403	SAUSA300_RS07135	187.825	164.014	166.061	173.228	21.001	32.088	35	26.143	23.069	28.043	37.011	32.086	238.008	237.817	226.194	237.675	213.19	190.395	197.179	208.112	189.686	178.023	169.992	221.923	185.161	253.391	229.073	219.036	109.597	110.898	107.227	102.143
unassigned_transcript_1404	SAUSA300_RS07140	238.233	239.101	281.679	275.779	30.999	26.912	24.081	31.633	26.932	32.129	42.26	36.012	335.014	335.549	364.022	356.3	262.805	230.758	206.566	223.218	219.075	230.731	230.125	304.605	261.764	282.937	257.04	274.506	94.569	120.351	134.292	114.618
unassigned_transcript_1405	SAUSA300_RS07145	95.942	83.884	109.26	75.038	20	22	24.919	28.224	27.999	30.828	30.729	25.902	84.967	94.389	100.966	87.901	61.233	61.379	54.367	57.953	93.27	90.245	95.883	126.779	94.869	129.672	125.887	108.731	56.865	68.031	48.556	50.002
unassigned_transcript_1406	SAUSA300_RS07150	329.174	327	310	345	99	100	97	102	84	90	98	85	406.904	395.806	408.222	395.22	481.359	482	408.244	480.261	335	302.878	299	382	272	376	377.082	374.098	310.747	270.002	277.413	283.757
unassigned_transcript_1407	SAUSA300_RS07160	314.449	325.017	371.59	319.393	82.03	102.382	81.131	94.201	104.045	110.426	95.313	114.834	440.136	431.439	475.971	454.106	394.977	385.955	341.431	414.306	210.665	214.127	223.433	307.499	243.228	328.846	283.175	258.241	339.311	354.482	342.15	331.624
unassigned_transcript_1408	SAUSA300_RS07165	910.296	856.642	960.073	909.918	412.08	353.404	349.836	387.998	396.052	381.28	386.095	334.391	1174.833	1158.968	1175.046	1093.998	819.419	834.329	852.656	821.978	645.557	630.241	686.224	732.63	583.51	792.533	852.951	729.43	1041.144	1112.73	1079.181	1070.723
unassigned_transcript_1409	SAUSA300_RS07170	765.835	738.683	787.901	823.205	102.27	103.57	99.158	118.598	107.485	105.924	98.682	122.418	918.108	899.833	919.263	842.339	584.737	608.829	613.958	533.059	450.799	478.288	413.59	539.52	439.923	539.367	534.392	565.288	555.588	563.122	555.087	535.909
unassigned_transcript_1410	SAUSA300_RS07175	1271.135	1310.493	1294.129	1222.456	898.639	857.853	888.679	836.204	837.417	852.999	860.962	836.356	1692.272	1748.161	1784.648	1808.733	965.373	987.308	968.627	928.707	1070.872	1042.687	1086.673	1331.469	1038.031	1283.167	1374.641	1276.791	1594.29	1549.037	1615.111	1479.953
unassigned_transcript_1411	SAUSA300_RS07180	704.056	647.405	652.374	644.485	30.127	44.792	45.843	50.372	52.786	51.417	51.338	45.178	927.484	887.471	971.291	886.492	719.893	720.693	707.634	657.139	314.968	284.227	259.46	311.469	232.923	345.787	348.897	335.799	447.067	428.574	465.286	464.275
unassigned_transcript_1412	SAUSA300_RS07185	787.838	752.177	826.002	823.41	103.873	99	111.274	126.628	77.215	129.955	108.462	101.823	999.446	1034.104	1066.481	1057.525	529.893	505.978	586.753	474.032	614.476	566.879	580.623	772.783	555.418	716.007	743.717	685.971	752.897	869.414	812.445	879.373
unassigned_transcript_1413	SAUSA300_RS07190	1430	1302.149	1456.725	1368.159	393	401	413.883	419	426	399	395	444.996	1464.813	1352.922	1407.81	1360.946	1157.188	1205.272	1161.415	1127.041	676	689.093	714.962	879	703.645	879.845	883.043	878	1076.725	1103.594	1120.632	1113.048
unassigned_transcript_1414	SAUSA300_RS07195	236.886	261.123	253.449	253.002	64.015	68.832	70.512	78	89	84.757	79.91	61.336	275.056	295.396	331.608	305.274	181.584	182.779	167.617	170.891	149.72	146.267	160.933	199.509	144.308	192.665	206.428	183.428	212.185	203.338	213.574	175.157
unassigned_transcript_1415	SAUSA300_RS07200	696.662	670.053	711.055	707.778	215.047	168.168	203.488	185	214	197.243	176.505	178.664	767.818	753.538	785.868	821.615	342.906	383.674	433.836	365.636	404.115	438.671	414.548	561.807	433.153	581.054	541.68	465.162	463.392	457.975	475.131	464.015
unassigned_transcript_1416	SAUSA300_RS07205	206.8	231.943	218.854	205.152	29.953	22.774	16.389	27.055	16.114	20	18.909	26.409	158.06	150.961	168.666	141.375	81.416	76.607	68.478	69.458	120.584	105.809	99.858	111.316	78.984	124.797	107.66	114.634	71.855	74.941	69.474	85.312
unassigned_transcript_1417	SAUSA300_RS07210	267.652	262.013	261.642	278.067	26.985	28.226	23.611	22.945	16.886	18	19.676	20.591	180.134	152.525	168.18	168.079	71.099	68.038	70.522	66.93	104.932	96.07	83.702	129.409	94.596	126.485	121.968	125.334	60.628	57.012	55.93	52.688
unassigned_transcript_1418	SAUSA300_RS07215	12	5	5	10	1	4	1	2	4	2	0	0	16	9	13	10	31	28	30.901	24	23	27	29	38	21	25	41	44	7	14	15	9
unassigned_transcript_1419	SAUSA300_RS16075	15	13	13	14	25	17	24.009	28	16	15	15	27	5	8	3	8	8	9	9	8	15	10	8	10	11	11	10	10	5	6	8	11
unassigned_transcript_1420	SAUSA300_RS07230	7	5	7	10	1	1	2	2	2	2	0	2	5.904	3	5	7.131	7	9	8	4	9	5	8	10	10	8	10	12	6	8	7	8
unassigned_transcript_1421	SAUSA300_RS07235	383	343	361	361.414	317	331	313	305	329	310.906	332	304.002	578.528	611.226	632.573	594.397	791.547	750.109	807.04	746.535	397	405	415	517.137	414.003	534.208	521	557.914	964.865	963.776	999.126	981.603
unassigned_transcript_1422	SAUSA300_RS07240	17	19	30	32	6	8	7	8	4	6	7	6	28	21	33	26	27	33	33	45	15	10.431	20	19	14	14	24	15	123.005	121	103	123
unassigned_transcript_1423	SAUSA300_RS07245	56	73.973	54.387	57.212	41.006	37.052	38.506	31	44	41.201	38	34	35.002	41.875	24.003	30.505	86.567	78.913	73.316	61	20.275	12.368	13	24	21.29	21.115	24.046	24	262.149	235.014	246.509	299.666
unassigned_transcript_1424	SAUSA300_RS07250	74	68.87	59.613	71.788	24.994	35.948	38.494	29	26	27.799	27.403	26	43.998	33.125	49.194	33.495	110.432	103.091	119.684	98.746	20.725	21.632	15	22	13.71	18.885	21.954	26	453.896	509.597	495.789	446.458
unassigned_transcript_1425	SAUSA300_RS07255	35	41.157	37	28	8	7	15	13	6	10	11	17	28	24.327	26.014	24	53	40	39	38.035	8	5	5	11	13	16	14	8	303.731	325.043	294.088	295.555
unassigned_transcript_1426	SAUSA300_RS07260	143.156	144.9	154.499	132.051	50	50	53	51.014	55.016	42	44	42	393.045	381.501	393.809	397.912	334.232	335.264	316.828	326.522	373.053	366.339	353.313	424.076	364.344	490.096	420.027	475.607	283.467	323.39	291.818	320.891
unassigned_transcript_1427	SAUSA300_RS07265	717.575	674.1	722.501	672.949	91	77	79	94.986	72.984	88	71	100	1102.74	1094.855	1079.413	1166.508	1016.718	1128.88	1111.59	1019.762	846.856	808.996	833.74	1085.373	817.3	1011.063	1023.105	974.233	556.202	590.869	603.093	608.271
unassigned_transcript_1428	SAUSA300_RS07270	23	27	18	15	24	15	28	21	24	21	19	27	33.003	13	12	16	158.012	144.363	153.401	146.263	151	172	181	216.015	172	184.003	224	209	57	60.325	56	54
unassigned_transcript_1429	SAUSA300_RS07280	18	19	20.96	10	1	1	3	2	0	3	1	3	22.524	21	17.044	16	45.751	42	40.963	46.964	27	28.981	28	39	23	38	48	57	3	9	8	11
unassigned_transcript_1430	SAUSA300_RS07285	87	91	101.04	96	26	28	29	31	23	38	27	18	107.476	98.261	129.282	94.881	207.003	211	188.04	183.036	221.067	228.019	200	270.266	219.01	270.576	258.209	275	93	83.15	102.049	93
unassigned_transcript_1431	SAUSA300_RS15340	18796.755	18171.761	18987.289	18549.502	61711.611	60888.972	60932.515	59654.091	59819.586	62229.692	60730.773	60758.881	9965.479	9946.085	10112.497	9805.125	12129.755	12379.372	12064.989	11953.321	9156.238	8894.405	8815.255	10997.403	8616.999	11343.954	11161.37	10925.741	11852.916	12218.266	12098.299	12199.386
unassigned_transcript_1432	SAUSA300_RS07290	1575.502	1491.438	1609.722	1500.214	167.894	124.112	135.739	117.414	135.282	143.222	145.497	139.98	1495.711	1445.812	1450.894	1459.259	972.268	971.128	947.162	862.891	686.332	664.514	637.673	856.017	652.045	835.795	852.669	791.733	367.205	354.802	382.902	367.72
unassigned_transcript_1433	SAUSA300_RS07295	1197.707	1210.947	1308.606	1244.46	150.086	187.511	163.342	138.877	149.638	183.945	172.942	165.675	1446.376	1502.618	1466.961	1416.197	780.53	806.705	745.968	754.067	624.633	578.193	595.633	740.092	553.367	778.756	769.101	702.973	335.942	354.929	335.999	381.401
unassigned_transcript_1434	SAUSA300_RS07300	460.249	470.751	482.093	463.258	50.916	40.775	40.799	42.964	45.915	39.298	36.125	41.723	512.633	548.511	510.69	515.654	255.842	272.349	271.391	257.51	81.551	113.998	99.299	127.907	86.002	153.833	142.831	133.118	32.175	35.679	27.021	33.335
unassigned_transcript_1435	SAUSA300_RS07305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unassigned_transcript_1436	SAUSA300_RS07310	168.007	181.772	171.738	166.596	103.196	94.355	117.064	95.077	101.916	110.535	92.858	89.254	344.686	328.123	349.308	356.994	644.094	675.167	691.654	608.681	705.997	716.803	748.533	897.698	723.923	920.072	912.91	853.87	259.663	286.973	263.267	248.547
unassigned_transcript_1437	SAUSA300_RS07315	1187.711	1169.869	1150.262	1174.397	1117.736	1153.416	1161.936	1081.951	1152.42	1142.465	1142.15	1140.977	2854.135	2878.322	2901.067	2819.403	3866.75	3938.326	3812.961	3699.912	4358.409	4179.301	4265.155	5291.106	4164.408	5334.961	5371.059	5104.722	2537.618	2595.821	2484.342	2602.97
unassigned_transcript_1438	SAUSA300_RS07320	297.598	299.862	297.869	322.912	20.722	14.869	15.405	24.213	18.142	17.138	11.607	18.93	130.62	130.975	127.938	121.252	90.869	72.987	70.584	69.904	15.432	21.884	25.578	28.031	23.967	30.745	41.886	29.642	16.011	16.592	24.259	15.512
unassigned_transcript_1439	SAUSA300_RS07325	707.658	728.684	714.617	737.888	115.677	90.989	101.727	104.643	90.833	131.579	114.4	100.211	322.338	331.697	346.536	304.209	197.163	204.088	175.009	178.342	145.568	146.618	176.65	171.459	147.577	203.254	214.634	179.305	122.511	114.041	161.661	136.81
unassigned_transcript_1440	SAUSA300_RS07330	513.744	506.004	539.513	471.2	67.601	68.142	67.868	61.144	64.025	50.282	55.993	59.859	186.316	242.023	179.92	202.611	149.483	155.925	169.408	153.755	92	81.002	110.772	127.51	102.043	129.919	118.478	118.053	51.4	57.772	58.081	63.657
