tx	gene_id	N052611_albuterol_dexamethasone	N052611_albuterol	N052611_dexamethasone	N052611_untreated	N061011_albuterol_dexamethasone	N061011_albuterol	N061011_dexamethasone	N061011_untreated	N080611_albuterol_dexamethasone	N080611_albuterol	N080611_dexamethasone	N080611_untreated	N61311_albuterol_dexamethasone	N61311_albuterol	N61311_dexamethasone	N61311_untreated
NM_000983.3	RPL22	462.915651	448.971707	468.421614	480.683681	449.111321	471.893181	418.383512	455.923906	459.411424	428.519467	402.722245	453.053853	489.128592	544.880672	488.177007	510.006581
NM_207396.2	RNF207	1.394036	1.696587	1.728286	2.273579	2.14716	1.690298	1.789785	1.301604	1.83207	2.252003	1.748762	1.662123	1.066841	1.283308	1.712969	1.191021
NM_012405.3	ICMT	59.744758	63.16943	62.576349	58.198697	48.993866	50.184424	52.393423	52.794959	61.855576	62.626901	63.056429	57.140266	59.659993	55.163934	58.635969	58.722998
XR_040930.2	C1orf211	0	0.482493	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024598.2	HES3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_207370.1	GPR153	13.92538	7.360524	7.606783	12.455173	7.890487	22.452574	10.886809	19.710398	13.79641	7.175176	7.742551	12.74466	6.350063	16.853065	7.132608	17.494774
NM_181866.2	ACOT7	27.48526	24.308422	29.608237	33.799742	23.144736	35.398233	22.805684	35.287332	21.690874	27.412282	21.351824	29.800657	19.3895	27.941901	17.697853	27.269517
NM_181865.2	ACOT7	0.710136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_181864.2	ACOT7	1.053292	1.782457	1.85371	0	5.924101	0.914887	5.477455	1.569399	3.400242	4.037722	8.08948	2.311073	3.382631	1.495908	4.097048	2.246404
NM_007274.3	ACOT7	6.300863	7.631685	7.725767	8.955509	9.182808	5.161235	8.497747	8.9452	8.247015	8.920179	9.240222	6.605622	5.544895	5.953591	13.533473	8.257372
XR_078217.1	LOC100130071	0.202679	0	0	0.164473	0	0	0	0.221219	0	0	0	0	0	0.197513	0	0.190016
NM_019089.4	HES2	0.19213	0.067805	0.038234	0.066006	0	0.06827	0	0.089829	0.084906	0.040629	0	0.045414	0.055065	0.025912	0	0.128678
NM_031475.2	ESPN	0	0	0	0	0	0	0	0	0.03443	0.024714	0	0	0	0	0.033972	0
NM_148970.1	TNFRSF25	0	0	0.931705	0	0	0	0	0	0	0	1.250096	0	0	0	0	0
NM_148967.1	TNFRSF25	0	0	0	0	0	0	0	0	0	0	0	0	0.339594	0.925753	0	0
NM_148966.1	TNFRSF25	0	0	0.29264	0	0	0	0	0	0	0	0	0	0	0	0	1.166546
NM_003790.2	TNFRSF25	0.908987	0.322114	0	0.893586	1.081906	1.105291	1.337931	3.011883	1.957317	0	0	1.338811	0	0	0.384461	0
NM_148965.1	TNFRSF25	0	0	0	0	0	0.895628	0	0	0	1.260353	0	0	0	0	0	0
NM_001039664.1	TNFRSF25	0.784748	0.111799	0	0.433133	0.157634	0.182045	0	0	0.196169	1.06104	1.038834	0.380337	0	0.369036	0.478982	0
NM_001042665.1	PLEKHG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001042664.1	PLEKHG5	0	0	1.825132	1.298983	0.368059	0	0	0	1.786934	0	0	2.703662	0	0	0	0
NM_020631.3	PLEKHG5	0	0.856943	0	0	0	0	0	0	0	0	3.028247	0	1.209248	0	1.456324	0
NM_001042663.1	PLEKHG5	3.254992	0.464956	0	1.675772	2.303963	4.949622	2.588796	5.019378	2.218148	3.441576	0.379851	2.383927	0	3.094336	0	2.686155
NM_198681.2	PLEKHG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124019
NM_024654.3	NOL9	5.043545	5.552966	5.913093	6.677662	6.014492	5.54875	6.43009	7.244806	5.54747	4.946623	6.69293	6.301327	7.804415	7.001807	6.330229	7.093591
NM_138697.2	TAS1R1	0	0	0	0.248924	0	0.110397	0	0.048341	0	0.196793	0	0	0	0.078506	0	0
NM_177539.1	TAS1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_177540.1	TAS1R1	0.189765	0.156135	0	0	0.047894	0	0	0	0.130458	0	0.129163	0.367424	0.063549	0.188065	0.450852	0.237243
NM_177541.1	TAS1R1	0	0	0.275649	0	0	0	0.304634	0	0	0	0	0	0.099565	0	0	0
NM_005341.2	ZBTB48	7.022532	6.406359	6.760968	8.209467	8.171169	7.338555	7.68691	6.929256	6.709085	7.606647	7.625974	7.148604	7.466325	7.735902	7.200887	7.359309
NM_014851.2	KLHL21	48.816415	58.386919	67.168849	33.538252	58.200279	59.775103	65.952748	44.738856	48.99498	42.235893	43.645288	44.083632	57.787283	52.802828	55.428582	49.79843
NM_153812.2	PHF13	19.113462	21.308941	21.174982	15.37794	18.988111	23.755101	20.483705	21.061658	21.52765	17.660128	17.89437	17.119376	19.208768	20.331801	20.000703	18.913988
NM_138350.2	THAP3	5.429873	5.1901	4.899222	6.379656	6.199835	6.333057	4.712535	7.088254	4.668165	6.56817	5.812654	6.9808	4.888651	6.038287	5.539697	6.90608
NM_018198.3	DNAJC11	29.227052	29.799473	28.062297	28.131614	27.611877	29.953589	28.946644	28.673616	30.552454	31.925105	34.913977	32.725093	27.939584	27.204966	28.598554	26.307532
NM_015215.1	CAMTA1	1.101832	1.310982	1.061192	1.198312	1.400716	1.283954	1.019927	1.201977	1.318458	1.489929	1.286434	1.303917	1.309172	1.242553	1.175803	1.51781
NM_004781.3	VAMP3	176.340446	172.232794	201.586182	164.989415	184.142154	161.556474	184.253479	165.574265	165.908222	170.472713	176.115644	169.57102	164.337531	152.23038	152.702253	158.332949
NM_016831.1	PER3	15.265019	3.338894	2.492606	5.136538	1.538229	12.1049	1.225136	8.560166	11.550475	1.779473	1.179388	7.319007	1.196135	13.948935	0.853036	6.239094
NM_006786.3	UTS2	0.271439	0	0	0	0	0	0	0	0.279989	0	0	0.229272	0.275007	0	0	0
NM_021995.2	UTS2	0	0	0	0.191326	0	0	0	0	0	0	0	0	0	0	0	0
NM_001561.4	TNFRSF9	0	0	0	0.052398	0	0	0	0	0	0	0	0	0	0	0	0
NM_007262.4	PARK7	112.604991	125.507856	113.221288	127.334965	116.624987	136.067599	124.618376	119.137271	147.807912	155.943464	125.441475	146.141265	143.09615	182.899906	140.764904	147.506424
NM_001123377.1	PARK7	167.95907	162.006723	183.707717	170.423129	151.897506	154.866864	157.622023	174.66871	167.6928	162.21833	188.113545	154.629785	194.565594	161.274031	215.153657	183.509386
NM_018948.3	ERRFI1	47.037724	126.095653	221.804952	37.642215	194.833029	32.685477	218.92403	30.144778	57.922841	151.724655	192.468866	45.068911	123.546137	31.369024	115.088063	28.289595
NM_001080397.1	SLC45A1	4.66748	6.1959	9.227872	3.666841	12.729969	5.213224	11.902758	4.489917	4.450766	8.507777	10.554399	4.03523	7.407642	4.329382	9.450736	4.847027
NM_001042682.1	RERE	38.579939	42.107317	40.265198	41.746181	44.462613	40.593666	48.568189	41.152275	31.93936	37.087865	40.407365	32.274632	42.160144	33.015561	40.579105	34.600853
NM_001042681.1	RERE	9.073424	6.918165	5.564656	9.064412	6.668899	8.475296	6.616151	10.775198	9.401533	5.785812	8.497489	9.108989	5.460732	9.191544	5.315226	7.56027
NM_012102.3	RERE	0	0.173893	0	0.236406	0.233335	0	0	0.302133	0	0	0.211749	0	0.274214	0	0	0
NM_001428.2	ENO1	943.86682	765.720341	667.898147	793.862559	643.72793	866.782383	700.509208	651.508246	907.672839	1296.040639	1437.877538	710.295417	1010.689539	894.730425	1035.649976	1049.320237
NM_001215.2	CA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_207420.2	SLC2A7	0	0.050236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003039.2	SLC2A5	7.273786	3.337907	5.262647	6.323321	1.00937	2.712025	1.261687	2.316307	3.003945	7.689971	9.526995	2.412726	2.021903	3.836982	1.497646	4.506089
NR_024180.1	SLC2A5	0	0	0	0.170561	0	0	0.175474	0	0	0.693239	0.167193	0	0	0	0	0
NM_001135585.1	SLC2A5	0.569256	0.215067	0.206608	0.436858	0	0.158643	0.497313	0	0	0.939654	0.462334	0.170367	0.324034	0.192575	0.12251	0.156665
NM_024980.4	GPR157	1.581157	1.531497	0.629149	0.7286	1.111673	2.077756	1.738067	1.478868	1.747127	1.003677	1.691898	0.941119	0.909596	1.299524	0.575724	1.37666
XR_041096.2	LOC727721	1.210753	0.371598	0	0.989415	0.687783	1.289421	0.619942	0.991542	0.312236	0.673396	0.825892	0.769112	0.921031	0.599151	0.619854	0.567362
NM_004285.3	H6PD	80.752947	90.399701	88.594607	67.778156	80.874954	74.24767	90.901252	71.653848	53.007236	64.426222	75.282896	48.816661	74.673749	61.736757	69.172546	66.719017
NM_025106.3	SPSB1	28.380666	20.929462	25.331185	20.142434	48.680242	41.269594	35.860979	26.811832	34.129526	17.23378	16.80195	28.068209	39.438945	37.603611	27.756291	36.955804
NM_032315.2	SLC25A33	3.020757	5.961822	4.447652	3.056644	3.202057	3.599008	4.694427	4.143519	4.539242	4.728974	4.582999	4.448966	6.075328	3.953014	5.01212	5.260154
NM_001010866.2	TMEM201	2.2575	2.603071	2.201819	2.012326	3.090014	2.390597	2.288609	2.551474	2.586362	2.12076	2.279365	2.177983	2.116149	2.020178	1.976864	2.891494
NM_001130924.1	TMEM201	1.228683	0.989122	0.798414	1.129916	1.150585	2.025161	1.098313	1.695486	1.259926	1.02788	1.290471	1.192204	1.038614	1.336089	0.939366	1.002173
NM_005026.3	PIK3CD	5.877314	7.670258	8.72402	5.585154	9.661992	7.588385	12.687267	6.246975	6.811352	9.381072	10.506829	5.941017	7.850538	4.793402	6.785874	4.967126
NR_027045.1	C1orf200	0	0	0	0	0	0	0	0	0	0	0	0	0.067902	0	0	0
NM_014944.3	CLSTN1	32.050271	35.331093	35.543628	22.167296	28.092586	32.039717	20.963817	18.02908	42.205946	50.003643	40.632489	40.140544	16.866785	15.550585	19.602637	9.978098
NM_001009566.1	CLSTN1	121.126384	115.454098	119.143403	113.559431	132.354204	106.502926	149.885509	112.035114	90.9188	104.748339	121.096035	88.684683	114.667715	96.774795	116.431983	108.263991
XR_040218.1	FLJ16126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012329.1	CTNNBIP1	8.425205	9.449893	10.072569	7.620498	9.70286	11.038693	11.343436	10.297908	10.770328	8.38547	8.666125	8.259874	8.345976	9.617097	8.298604	10.094865
NM_020248.2	CTNNBIP1	1.082513	0	0	0.432029	0	0	0	0.737502	0	0	0	0.780182	0	0	0	0
NM_032368.3	LZIC	22.77746	17.822379	12.538953	18.628377	16.291765	23.359962	17.276949	22.790092	22.189674	20.065483	17.59088	21.114946	15.211992	22.264811	15.686331	23.889574
NM_022787.3	NMNAT1	9.512892	11.288462	10.393343	9.646646	10.23911	9.385607	8.97072	10.174525	9.873329	9.503117	8.503996	9.827742	10.105325	9.339022	8.065142	10.785301
NM_052960.2	RBP7	0	0.138552	0	0.549514	0	0	0	0	0	0.334037	0	0.379176	0.227935	0	0	0
NM_001105562.1	UBE4B	2.190144	1.701922	0.175559	1.827422	2.604978	1.114316	4.911844	2.484797	1.283021	1.563809	1.026678	1.312463	1.3323	2.009131	0.598404	1.721783
NM_006048.3	UBE4B	43.599793	42.110654	45.13837	42.064796	46.94037	42.972324	49.99693	43.012632	42.686721	39.999159	41.232033	45.362066	35.754533	41.430139	34.270053	44.134164
NM_183416.3	KIF1B	17.24788	21.977923	15.957193	12.962296	14.02992	18.244584	16.66106	15.095596	19.280573	13.074515	14.928074	15.115127	16.64014	17.611469	14.960479	14.375221
NM_015074.3	KIF1B	7.234156	7.389404	5.497379	5.055143	6.399095	6.133888	6.712649	5.204184	5.356155	4.202431	4.534675	4.392099	7.298598	6.121747	5.673687	5.583555
XM_002342027.1	LOC100287506	0.126795	0.078243	0	0.101895	0.048001	0.158257	0.130158	0.138338	0.065376	0.32854	0	0.210432	0.063691	0.301209	0.193658	0.356665
NM_002631.2	PGD	227.465028	211.679375	178.150599	175.982041	152.014734	158.899158	158.566929	135.197981	198.62293	150.882907	144.275498	212.056378	166.811629	190.77317	177.184694	169.391398
NM_199294.1	APITD1	0	0	0	0	0	0	0	0	0	0	0	0.136968	0.377805	0.17979	0	0.285616
NM_198544.2	APITD1	0	0.373804	0.129637	0.44033	0.136529	0.304038	0	0.664521	0	0.208762	0.328679	0	0	0	0.399345	0.207143
NM_199295.1	APITD1	14.521293	15.866111	13.678231	15.797462	13.468596	12.08919	12.085401	13.685395	11.50533	11.061259	10.53064	12.253918	10.365196	11.934641	11.887418	9.091294
NM_001302.3	CORT	0.577975	0.123389	0	0	0	0.373136	0.592763	0.354423	0.745123	0	0.263546	0.845083	0.582634	0.278704	0.245463	0
NM_004401.2	DFFA	12.420767	12.6449	13.351326	13.653788	14.089469	16.095488	16.223383	15.578403	15.866562	15.222859	15.709887	18.469975	13.593707	17.171007	12.595973	18.829318
NM_213566.1	DFFA	5.192957	4.921344	3.794124	5.803898	3.769465	5.841205	3.768326	6.335051	7.46521	5.149221	6.870228	7.489564	5.463306	5.781739	4.854361	5.649226
NM_004565.2	PEX14	17.757756	16.495794	16.578154	18.976496	18.842759	18.16597	17.902123	16.943964	19.165237	20.261568	20.621273	18.644382	17.456444	14.999681	18.27587	19.395699
NM_001079843.1	CASZ1	0.028967	0.026843	0.100885	0.057999	0.014768	0.059966	0	0.047401	0.207873	0.151312	0.089112	0.180129	0	0.013641	0.029458	0
NM_017766.3	CASZ1	0.026524	0	0	0	0.113531	0	0.081716	0	0.029564	0.076244	0.089464	0.064748	0	0	0	0
NM_173507.1	C1orf127	0.053499	0	0.074519	0.128889	0	0.044472	0	0.058368	0	0.039604	0	0	0	0	0	0
NM_007375.3	TARDBP	70.542906	65.658752	60.963457	73.300516	52.1932	70.708042	55.316213	65.81698	77.461237	69.17798	69.168556	79.439094	61.103828	71.054022	57.788567	70.073948
NM_006610.2	MASP2	1.428111	1.671903	1.234712	1.937237	2.237166	1.964089	1.314553	2.202782	1.015617	0.947798	1.072472	1.3061	1.483307	1.213523	1.253106	1.477586
NM_139208.1	MASP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_003132.2	SRM	84.889491	145.329649	173.689691	87.567889	145.801274	72.41641	152.071188	78.436426	85.881308	121.318019	122.048895	86.27541	130.762854	79.094633	122.689542	91.223333
NM_002685.2	EXOSC10	0	0	0	0.96214	0.351167	0	0	0	0	0	0	0	0.441559	0	0	0
NM_001001998.1	EXOSC10	44.655712	69.40915	79.781638	46.729857	91.344094	44.806619	88.647243	44.314768	43.068404	54.6298	52.451519	43.114914	64.394536	43.438821	56.68742	43.066173
XM_001714721.2	LOC100128221	0.297165	0.639918	1.652655	0.721066	1.686761	0.249177	1.222546	0.485831	0.306378	0.77095	0.607147	0.123978	1.051227	0.143339	0.151398	0.696713
NM_004958.3	FRAP1	20.795964	33.423508	35.182324	18.381283	31.252219	16.836486	33.356934	17.506003	23.179116	24.706484	28.852449	22.520709	24.804054	17.773658	22.578744	19.055298
NM_021146.2	ANGPTL7	3.084557	19.539319	40.402275	0.738817	58.059208	0.899736	58.278765	0.826563	0	0.64096	0.368305	0.04487	4.56491	0.154005	2.699308	0.152222
NM_013319.2	UBIAD1	6.314377	10.364949	11.174425	5.890031	11.391298	8.043769	12.802939	7.169811	7.109038	9.728879	9.930763	6.852483	7.822121	6.088021	8.226999	6.34356
NM_020780.1	PTCHD2	0	0	0.186241	0.053566	0.050613	0	0.022884	0.097232	0	0.032983	0	0.018426	0	0.063048	0	0
NM_012168.4	FBXO2	1.714032	2.668306	3.296743	3.743492	4.51136	3.742171	4.020896	3.473181	2.272611	2.71948	2.944867	2.916862	2.708019	2.178841	3.076435	1.836743
NM_183412.2	FBXO44	0	0	0	0	0	0	0	0	0	0.203749	0	0	0	0.24542	0	0
NM_001014765.1	FBXO44	1.829081	0.81672	0.169661	0.946828	0.829668	1.27308	0.396351	1.304135	1.405731	0.94029	0.734979	0.547623	0.815303	1.816609	0.870069	0.860691
NM_033182.5	FBXO44	7.928513	4.780246	5.387481	6.872421	8.600157	9.82329	10.251549	8.540248	10.685383	10.050975	8.281652	9.004959	4.691751	7.174627	7.445339	8.198331
NM_183413.2	FBXO44	5.331781	6.485309	7.636142	5.92849	6.135517	8.85409	5.357307	5.875821	5.329121	3.683752	4.17318	5.344226	7.716756	9.230193	7.495969	8.99098
NM_018438.5	FBXO6	7.589903	7.988701	8.209558	8.364749	9.231456	10.859422	10.134155	11.717152	8.380671	6.774203	6.815804	7.067093	8.636778	8.312478	9.242521	8.299898
NM_006341.3	MAD2L2	26.424507	26.806995	33.70625	30.463095	36.119832	35.408355	33.946398	30.237981	29.060626	33.164598	35.430517	32.260435	32.728642	31.601755	42.322243	33.876077
NM_001127325.1	MAD2L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.469477	0	0
NM_198545.3	C1orf187	0	0	0	0.056009	0	0	0	0	0.071841	0	0	0.05784	0.070007	0.132548	0	0.065322
NM_001040197.1	AGTRAP	2.185954	5.639591	7.39701	2.454325	9.20335	2.31382	10.697727	4.238504	2.357653	3.471482	4.191404	2.089834	4.67087	0.695062	2.259959	0
NM_001040196.1	AGTRAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_020350.4	AGTRAP	43.715919	63.708269	75.443661	37.659722	76.874526	40.709746	69.935847	31.800869	26.691777	60.141834	63.199387	28.059477	52.407952	33.907814	64.690035	35.029942
NM_001040194.1	AGTRAP	10.126977	20.373286	22.679572	12.686825	19.635003	11.390051	24.37531	9.322503	14.790602	18.36244	16.618483	7.99678	16.65544	2.686116	22.037269	12.35875
NM_001040195.1	AGTRAP	0	0.414904	1.200069	0	0	1.017994	0	0.772061	0	0	0	0	0	0	0	0.707509
XM_002342031.1	LOC100288041	0	0.017741	0.040017	0	0.021751	0	0.029501	0	0	0.021262	0.039095	0	0	0	0	0
XM_209234.8	C1orf167	1.513382	1.532697	1.598271	1.516892	1.114168	1.327317	0.961947	1.220952	0.766309	1.114205	0.612567	0.123216	0.665784	0.271984	0.614937	0.744414
NM_005957.3	MTHFR	20.7236	21.041315	17.522459	18.88541	27.798288	30.517893	22.156139	21.570776	20.489644	13.286639	12.291154	16.701502	24.732472	21.880781	20.026729	21.718218
NM_021735.2	CLCN6	0.201433	0	0	0	0	0	0	0	0	0.134874	0	0	0	0	0	0
NM_021737.2	CLCN6	0.213331	0.14424	0	0	0	0	0.277763	0.901594	0.254366	0.511776	0.129294	0	0.216635	0	0	0.909318
NM_021736.2	CLCN6	0.45695	1.215581	0	0.624944	1.149092	1.874688	0	0.473031	0.558628	0.649068	0.578432	0	0.891805	1.445401	1.063079	0.298273
NM_001286.2	CLCN6	10.710799	12.181967	11.443466	10.201606	13.85861	14.237	15.478686	12.805732	12.539629	10.5659	11.665202	11.139076	12.857064	10.869826	12.356487	13.238772
NM_006172.2	NPPA	0.164527	0.30387	0	0.133156	0.124571	0	0	0.179556	0.339383	0.121884	0	0.137697	0	0	0.167955	0
NM_002521.2	NPPB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_002754.2	RNU5E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_138346.1	KIAA2013	53.576453	50.002958	51.284125	48.526486	52.239332	60.641704	58.128632	51.982481	47.165011	56.494385	56.467039	46.25227	49.344599	46.693375	50.284454	52.218068
NM_000302.2	PLOD1	279.177723	224.379251	229.606057	252.042008	223.811957	282.164686	228.037075	258.775666	247.487373	245.394166	248.061892	226.417027	169.478893	221.836492	170.268937	234.094192
NM_014874.3	MFN2	62.74125	62.35286	54.159148	60.230503	51.331342	58.599608	52.547144	56.517915	60.858397	56.477088	56.948291	61.095116	54.467499	62.194206	57.326695	63.16664
NM_001127660.1	MFN2	4.741955	4.408702	4.71331	5.725179	3.107677	4.185376	2.259547	7.606574	5.533723	3.791778	7.790771	4.962412	5.826885	4.49701	1.132914	5.784853
NM_021933.2	MIIP	9.04579	12.858321	12.16082	10.504355	13.340787	9.111628	12.432711	9.526452	10.301766	11.356596	12.743978	11.30665	17.791603	13.716176	18.668857	14.898332
NM_001243.3	TNFRSF8	0.095773	0.039428	0.044471	0	0	0	0	0	0.032919	0	0	0	0	0	0	0
NM_152942.2	TNFRSF8	0	0	0	0.123084	0.270822	0.042466	0	0	0	0.113477	0.069552	0	0	0	0.052013	0
NM_001066.2	TNFRSF1B	15.435576	11.390826	20.877251	15.099258	22.743669	13.866174	17.396293	11.424217	9.807419	17.824662	21.203029	7.421083	19.502744	10.045476	18.082562	11.770671
XM_372759.6	LOC390998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_015378.2	VPS13D	0.474426	1.200402	0.672068	0.393927	1.503492	0	0.482897	0	1.30846	0.870388	1.200661	0.293028	1.271165	0	2.577311	0
NM_018156.2	VPS13D	20.416611	29.277608	25.982885	16.923762	29.678766	18.707564	30.873682	18.836255	16.020316	17.28783	20.182989	13.844941	20.632504	14.838323	16.889331	14.792039
XM_002342028.1	LOC100287581	0.57249	0.587993	0.884138	0.101198	0.71291	0.212451	0.388882	0.205546	0.195409	0.093941	0.042997	0.20805	0.441277	0.238824	0.12743	0.118769
NR_003025.1	SNORA59A	0	2.065941	2.380635	1.396172	2.676114	0	0	0	0	1.24607	0	0	3.440998	0	0	0
NM_004753.4	DHRS3	183.178168	299.302843	441.240836	203.238016	481.88816	160.054194	383.623512	168.944089	97.370256	153.053489	141.601222	82.125906	296.093134	100.191481	260.2374	118.622334
NM_001013630.1	AADACL4	0.158758	0.930341	0.663358	0.38317	1.682864	0.529249	0.977643	0.173219	0	0.587724	0.108073	0	0.957601	0.151296	0.485153	0.148859
NM_001103170.1	AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001103169.1	AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_152290.1	C1orf158	0	0	0	0	0	0.109281	0	0	0	0	0	0	0	0	0	0
NM_001080830.1	PRAMEF12	0	0	0	0	0	0	0	0	0	0	0	0	0.069447	0	0.281522	0.064801
NM_023013.1	PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0.07809	0	0.676528	0
XM_002342032.1	PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0.065921	0	0	0
NM_001013631.1	HNRNPCL1	0.118272	0	0	0	0	0.098955	0	0	0	0.087592	0	0	0.119094	0	0	0.110897
NM_023014.1	PRAMEF2	0	0.046763	0	0	0	0	0	0	0	0	0	0	0	0	0.866588	0
NM_001009611.2	PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001039361.3	PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012277.1	PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.930064	0
NM_001010889.2	PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.220061	0
NM_001100631.1	PRAMEF22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_001130065.3	PRAMEF23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_497653.4	PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001136561.1	LOC440563	0	0	0	0	0	0	0	0.144193	0	0	0	0	0	0	0	0
XR_078218.1	LOC645354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082935	0.53126	0
XM_928401.3	LOC645359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013692.1	PRAMEF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001013407.1	PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001012276.1	PRAMEF8	0	0	0	0	0	0.027775	0	0	0	0	0.045426	0	0	0	0	0
XM_002342051.1	LOC645382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001010890.1	PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001024661.1	PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127163	0
NM_001099850.1	PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001045480.1	PRAMEF16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001100114.1	PRAMEF21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169742	0
XM_002342038.1	LOC729516	0	0	0	0	0	0.027775	0	0	0	0	0	0	0	0	0.728193	0
XM_002342052.1	LOC645399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001098376.2	PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061916
NM_001099854.1	PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099790.1	PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099851.1	PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_001099852.1	PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
XM_059074.6	LRRC38	0	0	0	0	0	0	0	0	0	0	0	0	0.051495	0	0	0
NM_006474.4	PDPN	12.000967	30.184724	33.248492	8.782061	21.122794	7.361776	27.934682	9.454045	6.871431	14.272431	11.784516	3.882535	65.761649	12.628326	61.913318	19.050261
NM_198389.2	PDPN	10.422958	30.020615	30.822321	8.019703	30.82403	7.450681	26.488981	6.714469	3.504619	9.112455	15.620921	3.47015	61.483618	14.593319	58.503604	15.300159
NM_001006624.1	PDPN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.270538
NM_001006625.1	PDPN	0	0	0	0	0	0	0	0	0	0	0	0	0.326504	0	0	0
NM_001135610.1	PRDM2	2.115168	2.699958	4.354462	2.031975	3.486273	2.732802	1.866341	2.961574	4.385117	1.427596	1.970791	1.966439	5.45675	3.075803	4.550768	3.170262
NM_015866.4	PRDM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NM_012231.4	PRDM2	3.883416	3.663612	2.398917	3.490768	2.538202	2.628958	4.744084	2.257016	1.196203	2.735622	1.600567	3.152126	0.817728	2.113343	1.964578	1.532218
NM_001007257.2	PRDM2	15.680001	18.747899	17.964101	15.307223	17.798201	14.418359	16.637107	15.396467	14.671173	14.575637	17.273573	13.162288	19.488703	15.920219	17.34822	15.665784
NM_015209.2	KIAA1026	0	1.911745	0	0	3.631204	4.130755	2.693638	2.883079	1.523897	0	0	0	1.926129	1.83196	0	0
NM_201628.2	KIAA1026	1.865142	1.617391	1.343874	1.09701	2.034053	1.639757	3.666919	1.796937	1.121786	1.232587	1.333153	1.141725	1.263854	1.802925	1.561835	1.967414
NM_001018000.3	KIAA1026	0.754344	0.161078	0	2.45424	0.524104	2.606964	2.000041	0.287929	2.07863	0.515728	1.808662	1.383539	1.824132	3.456364	1.210225	1.596179
